BimpmRNA4 XP_024227798.1        
BimpmRNA5367 XP_033176146.1        
BimpmRNA5368 XP_033176146.1        
BimpmRNA5369 XP_033176146.1        
BimpmRNA5370 XP_033176146.1        
BimpmRNA5371 XP_033176146.1        
BimpmRNA5372 XP_033176146.1        
BimpmRNA5373 XP_033176146.1        
BimpmRNA5374 XP_033176146.1        
BimpmRNA5375 XP_033176146.1        
BimpmRNA5376 XP_033176146.1        
BimpmRNA5377 XP_033176146.1        
BimpmRNA5378 XP_033176146.1        
BimpmRNA5379 XP_012239946.1,XP_012239947.1,XP_012239948.1,XP_012239949.1     
BimpmRNA5380 XP_012239946.1,XP_012239947.1,XP_012239948.1,XP_012239949.1     
BimpmRNA5381 XP_003488806.1        
BimpmRNA5382 XP_003488806.1        
BimpmRNA5383 XP_003488806.1        
BimpmRNA5384 XP_003488806.1        
BimpmRNA5386 XP_003491981.1        
BimpmRNA5387 XP_003491981.1        
BimpmRNA5388 XP_012245593.1        
BimpmRNA5389 XP_012245593.1        
BimpmRNA5390 XP_012245593.1        
BimpmRNA5391 XP_012245593.1        
BimpmRNA5392 XP_012245593.1        
BimpmRNA5393 XP_012245593.1        
BimpmRNA5394 XP_024225619.1        
BimpmRNA5395 XP_024225619.1        
BimpmRNA5396 XP_024225619.1        
BimpmRNA5399 XP_033174902.1        
BimpmRNA5400 XP_003491984.1        
BimpmRNA5401 XP_003491984.1        
BimpmRNA5402 XP_003491984.1        
BimpmRNA5403 XP_033174902.1        
BimpmRNA5404 XP_033174902.1        
BimpmRNA5405 XP_033174902.1        
BimpmRNA5406 XP_033174902.1        
BimpmRNA5407 XP_033174902.1        
BimpmRNA5408 XP_033174902.1        
BimpmRNA5409 XP_012240159.1        
BimpmRNA5410 XP_012240159.1        
BimpmRNA5411 XP_012240159.1        
BimpmRNA5412 XP_012244843.1        
BimpmRNA5413 XP_012244839.1        
BimpmRNA5414 XP_012244839.1        
BimpmRNA5415 XP_012244839.1        
BimpmRNA5416 XP_003491986.1        
BimpmRNA5417 XP_003491986.1        
BimpmRNA5418 XP_003491986.1        
BimpmRNA5419 XP_003491986.1        
BimpmRNA5420 XP_003491986.1        
BimpmRNA5421 XP_003491986.1        
BimpmRNA5422 XP_003491987.1        
BimpmRNA5423 XP_003491987.1        
BimpmRNA5424 XP_033178412.1        
BimpmRNA5425 XP_033178409.1,XP_033178410.1       
BimpmRNA5426 XP_033178409.1,XP_033178410.1       
BimpmRNA5427 XP_033178409.1,XP_033178410.1       
BimpmRNA5428 XP_003491992.1        
BimpmRNA5429 XP_003491992.1        
BimpmRNA5430 XP_003491990.1        
BimpmRNA5431 XP_003491990.1        
BimpmRNA5432 XP_003491994.1        
BimpmRNA5433 XP_003491994.1        
BimpmRNA5434 XP_024225612.1        
BimpmRNA5435 XP_024225612.1        
BimpmRNA5436 XP_024225612.1        
BimpmRNA5437 XP_003491999.1        
BimpmRNA5438 XP_003491999.1        
BimpmRNA5439 XP_003491997.1        
BimpmRNA5440 XP_003491997.1        
BimpmRNA5441 XP_003491998.1        
BimpmRNA5442 XP_012244837.1        
BimpmRNA5443 XP_012244837.1        
BimpmRNA5444 XP_003492001.1        
BimpmRNA5445 XP_003492001.1        
BimpmRNA5446 XP_003492000.1        
BimpmRNA5447 XP_003492000.1        
BimpmRNA5448 XP_003492000.1        
BimpmRNA5449 XP_003492000.1        
BimpmRNA5450 XP_003492000.1        
BimpmRNA5451 XP_003492000.1        
BimpmRNA5452 XP_003492000.1        
BimpmRNA5453 XP_003492000.1        
BimpmRNA5454 XP_003492000.1        
BimpmRNA5455 XP_003492000.1        
BimpmRNA5456 XP_003492000.1        
BimpmRNA5457 XP_003492000.1        
BimpmRNA5458 XP_003492000.1        
BimpmRNA5459 XP_024225630.1        
BimpmRNA5460 XP_024225630.1        
BimpmRNA5461 XP_024225629.2        
BimpmRNA5462 XP_024225629.2        
BimpmRNA5463 XP_024225629.2        
BimpmRNA5464 XP_024225629.2        
BimpmRNA5465 XP_024225629.2        
BimpmRNA5466 XP_003492002.1        
BimpmRNA5467 XP_003492005.1        
BimpmRNA5468 XP_003492005.1        
BimpmRNA5469 XP_003492005.1        
BimpmRNA5470 XP_003492005.1        
BimpmRNA5471 XP_003492005.1        
BimpmRNA5472 XP_003492005.1        
BimpmRNA5473 XP_003492005.1        
BimpmRNA5474 XP_012244825.1        
BimpmRNA5475 XP_012244825.1        
BimpmRNA5476 XP_033178414.1        
BimpmRNA5477 XP_033178414.1        
BimpmRNA5478 XP_033178414.1        
BimpmRNA5479 XP_033178414.1        
BimpmRNA5480 XP_033178414.1        
BimpmRNA5481 XP_033178414.1        
BimpmRNA5482 XP_033178414.1        
BimpmRNA5483 XP_033178414.1        
BimpmRNA5484 XP_033178414.1        
BimpmRNA5485 XP_033178415.1        
BimpmRNA5486 XP_033178415.1        
BimpmRNA5487 XP_033178415.1        
BimpmRNA5488 XP_003492008.1        
BimpmRNA5490 XP_003492009.1        
BimpmRNA5491 XP_003492009.1        
BimpmRNA5492 XP_024224673.1        
BimpmRNA5493 XP_024224673.1        
BimpmRNA5494 XP_024224673.1        
BimpmRNA5495 XP_033176278.1        
BimpmRNA5496 XP_033176278.1        
BimpmRNA5499 XP_003494345.1        
BimpmRNA5500 XP_033179072.1        
BimpmRNA5501 XP_033179072.1        
BimpmRNA5502 XP_033179072.1        
BimpmRNA5503 XP_033179072.1        
BimpmRNA5504 XP_003492773.1        
BimpmRNA5505 XP_003492773.1        
BimpmRNA5506 XP_003492765.1        
BimpmRNA5507 XP_003492765.1        
BimpmRNA5508 XP_003492765.1        
BimpmRNA5509 XP_003492776.1        
BimpmRNA5510 XP_003492744.1        
BimpmRNA5511 XP_003492744.1        
BimpmRNA5512 XP_003492744.1        
BimpmRNA5513 XP_024226341.1        
BimpmRNA5514 XP_024226341.1        
BimpmRNA5515 XP_024226341.1        
BimpmRNA5516 XP_003492747.1        
BimpmRNA5517 XP_003492747.1        
BimpmRNA5518 XP_003492747.1        
BimpmRNA5519 XP_003492747.1        
BimpmRNA5520 XP_003492749.1        
BimpmRNA5521 XP_003492749.1        
BimpmRNA5522 XP_003492746.1        
BimpmRNA5523 XP_003492746.1        
BimpmRNA5524 XP_003492746.1        
BimpmRNA5525 XP_003492746.1        
BimpmRNA5526 XP_003492750.1        
BimpmRNA5527 XP_003492750.1        
BimpmRNA5528 XP_003492750.1        
BimpmRNA5529 XP_003492750.1        
BimpmRNA5530 XP_024226339.1        
BimpmRNA5531 XP_024226339.1        
BimpmRNA5532 XP_012246038.1,XP_012246039.1       
BimpmRNA5533 XP_012246038.1,XP_012246039.1       
BimpmRNA5534 XP_012246038.1,XP_012246039.1       
BimpmRNA5535 XP_012246056.1        
BimpmRNA5536 XP_012246056.1        
BimpmRNA5537 XP_012246056.1        
BimpmRNA5538 XP_012246055.1        
BimpmRNA5539 XP_003492753.1        
BimpmRNA5540 XP_003492753.1        
BimpmRNA5541 XP_003492753.1        
BimpmRNA5542 XP_003492753.1        
BimpmRNA5543 XP_003492753.1        
BimpmRNA5544 XP_003492754.1        
BimpmRNA5545 XP_003492754.1        
BimpmRNA5546 XP_003492754.1        
BimpmRNA5547 XP_024226335.1        
BimpmRNA5548 XP_024226335.1        
BimpmRNA5549 XP_003492759.1        
BimpmRNA5550 XP_003492759.1        
BimpmRNA5551 XP_033179063.1        
BimpmRNA5552 XP_033179063.1        
BimpmRNA5553 XP_033179063.1        
BimpmRNA5554 XP_012246058.1        
BimpmRNA5555 XP_012246058.1        
BimpmRNA5556 XP_012246058.1        
BimpmRNA5557 XP_012246058.1        
BimpmRNA5558 XP_003492760.1        
BimpmRNA5560 XP_024226355.1        
BimpmRNA5561 XP_024226355.1        
BimpmRNA5562 XP_024226355.1        
BimpmRNA5563 XP_024226355.1        
BimpmRNA5564 XP_024226355.1        
BimpmRNA5565 XP_024226355.1        
BimpmRNA5566 XP_024226355.1        
BimpmRNA5567 XP_033179078.1        
BimpmRNA5568 XP_033179078.1        
BimpmRNA5569 XP_033179078.1        
BimpmRNA5570 XP_033179076.1        
BimpmRNA5571 XP_033179076.1        
BimpmRNA5572 XP_033179076.1        
BimpmRNA5573 XP_033179076.1        
BimpmRNA5574 XP_003492764.1        
BimpmRNA5575 XP_003492764.1        
BimpmRNA5576 XP_003492764.1        
BimpmRNA5577 XP_003492764.1        
BimpmRNA5578 XP_012246021.1        
BimpmRNA5579 XP_033179075.1        
BimpmRNA5580 XP_033179075.1        
BimpmRNA5581 XP_024226344.1        
BimpmRNA5582 XP_024226344.1        
BimpmRNA5583 XP_024226344.1        
BimpmRNA5584 XP_024226344.1        
BimpmRNA5585 XP_024226344.1        
BimpmRNA5586 XP_024226344.1        
BimpmRNA5587 XP_024226344.1        
BimpmRNA5588 XP_024226344.1        
BimpmRNA5589 XP_024226345.1        
BimpmRNA5590 XP_024226345.1        
BimpmRNA5591 XP_024226345.1        
BimpmRNA5592 XP_003492768.1        
BimpmRNA5593 XP_003492768.1        
BimpmRNA5594 XP_003492768.1        
BimpmRNA5595 XP_012246041.1        
BimpmRNA5596 XP_012246041.1        
BimpmRNA5597 XP_012246041.1        
BimpmRNA5598 XP_012246041.1        
BimpmRNA5599 XP_012246041.1        
BimpmRNA5600 XP_012246061.1        
BimpmRNA5601 XP_012246061.1        
BimpmRNA5602 XP_012246061.1        
BimpmRNA5603 XP_012246061.1        
BimpmRNA5604 XP_012246061.1        
BimpmRNA5606 XP_024222350.2        
BimpmRNA5607 XP_024227798.1        
BimpmRNA5608 XP_003494795.1        
BimpmRNA5609 XP_003494795.1        
BimpmRNA5610 XP_012249025.1        
BimpmRNA5611 XP_012249025.1        
BimpmRNA5612 XP_012249025.1        
BimpmRNA5613 XP_012249025.1        
BimpmRNA5614 XP_003494791.1        
BimpmRNA5615 XP_003494791.1        
BimpmRNA5616 XP_003494788.1        
BimpmRNA5617 XP_003494788.1        
BimpmRNA5618 XP_012249023.1        
BimpmRNA5619 XP_012249023.1        
BimpmRNA5620 XP_003494789.1        
BimpmRNA5621 XP_003494789.1        
BimpmRNA5622 XP_003494790.1        
BimpmRNA5623 XP_012249015.1        
BimpmRNA5624 XP_012249015.1        
BimpmRNA5625 XP_012249015.1        
BimpmRNA5626 XP_012249015.1        
BimpmRNA5630 XP_024227938.1        
BimpmRNA5631 XP_024227938.1        
BimpmRNA5632 XP_003494784.1        
BimpmRNA5633 XP_003494784.1        
BimpmRNA5634 XP_003494793.1        
BimpmRNA5635 XP_003494793.1        
BimpmRNA5637 XP_024227934.1        
BimpmRNA5638 XP_024227934.1        
BimpmRNA5639 XP_024227934.1        
BimpmRNA5640 XP_012249009.1,XP_012249010.1       
BimpmRNA5641 XP_012249009.1,XP_012249010.1       
BimpmRNA5642 XP_003494781.1        
BimpmRNA5643 XP_003494781.1        
BimpmRNA5644 XP_003494778.1        
BimpmRNA5645 XP_003494778.1        
BimpmRNA5646 XP_003494780.1        
BimpmRNA5647 XP_012249013.1        
BimpmRNA5648 XP_003494775.1        
BimpmRNA5649 XP_012249013.1        
BimpmRNA5650 XP_012249013.1        
BimpmRNA5651 XP_012249027.1        
BimpmRNA5652 XP_012249027.1        
BimpmRNA5653 XP_012249027.1        
BimpmRNA5654 XP_012249027.1        
BimpmRNA5655 XP_012249027.1        
BimpmRNA5656 XP_012249027.1        
BimpmRNA5657 XP_012249027.1        
BimpmRNA5658 XP_012249027.1        
BimpmRNA5659 XP_012249027.1        
BimpmRNA5660 XP_012249027.1        
BimpmRNA5661 XP_033180436.1        
BimpmRNA5662 XP_033180436.1        
BimpmRNA5663 XP_033180436.1        
BimpmRNA5664 XP_033180436.1        
BimpmRNA5665 XP_024228031.1        
BimpmRNA5666 XP_024228031.1        
BimpmRNA5667 XP_024228031.1        
BimpmRNA5668 XP_033180532.1        
BimpmRNA5669 XP_033180532.1        
BimpmRNA5670 XP_003494949.1        
BimpmRNA5671 XP_024228029.1        
BimpmRNA5672 XP_024228029.1        
BimpmRNA5673 XP_024228029.1        
BimpmRNA5674 XP_012249215.1        
BimpmRNA5675 XP_012249215.1        
BimpmRNA5676 XP_003494945.1        
BimpmRNA5677 XP_003494945.1        
BimpmRNA5678 XP_003494945.1        
BimpmRNA5679 XP_024225014.1        
BimpmRNA5680 XP_024225014.1        
BimpmRNA5681 XP_024225014.1        
BimpmRNA5682 XP_024225014.1        
BimpmRNA5683 XP_024225042.1        
BimpmRNA5684 XP_024225042.1        
BimpmRNA5685 XP_024225042.1        
BimpmRNA5686 XP_033177867.1        
BimpmRNA5687 XP_033177867.1        
BimpmRNA5688 XP_033177867.1        
BimpmRNA5689 XP_033177867.1        
BimpmRNA5690 XP_033177867.1        
BimpmRNA5691 XP_003491403.2        
BimpmRNA5692 XP_003491403.2        
BimpmRNA5693 XP_003491468.1        
BimpmRNA5694 XP_033177894.1        
BimpmRNA5695 XP_033177894.1        
BimpmRNA5696 XP_033177894.1        
BimpmRNA5697 XP_033177894.1        
BimpmRNA5698 XP_012243829.1        
BimpmRNA5699 XP_012243829.1        
BimpmRNA5700 XP_003491406.2        
BimpmRNA5701 XP_003491406.2        
BimpmRNA5702 XP_003491406.2        
BimpmRNA5703 XP_003491343.1        
BimpmRNA5704 XP_003491343.1        
BimpmRNA5705 XP_033177888.1,XP_033177889.1       
BimpmRNA5706 XP_033177888.1,XP_033177889.1       
BimpmRNA5707 XP_033177888.1,XP_033177889.1       
BimpmRNA5708 XP_033177888.1,XP_033177889.1       
BimpmRNA5709 XP_033177887.1        
BimpmRNA5710 XP_033177887.1        
BimpmRNA5711 XP_012243683.2        
BimpmRNA5712 XP_012243683.2        
BimpmRNA5713 XP_003491379.1        
BimpmRNA5714 XP_003491379.1        
BimpmRNA5715 XP_033177896.1        
BimpmRNA5716 XP_033177896.1        
BimpmRNA5717 XP_033177896.1        
BimpmRNA5718 XP_003491396.1        
BimpmRNA5719 XP_003491402.1        
BimpmRNA5720 XP_003491402.1        
BimpmRNA5721 XP_003491411.1        
BimpmRNA5722 XP_003491411.1        
BimpmRNA5723 XP_003491411.1        
BimpmRNA5725 XP_003491425.1        
BimpmRNA5726 XP_003491425.1        
BimpmRNA5727 XP_003491425.1        
BimpmRNA5728 XP_003491425.1        
BimpmRNA5731 XP_033177924.1        
BimpmRNA5732 XP_033177924.1        
BimpmRNA5733 XP_033177924.1        
BimpmRNA5734 XP_033177924.1        
BimpmRNA5735 XP_033177924.1        
BimpmRNA5736 XP_033177924.1        
BimpmRNA5737 XP_033177924.1        
BimpmRNA5738 XP_012243906.1,XP_012243909.1,XP_012243910.1,XP_012243911.1     
BimpmRNA5739 XP_012243906.1,XP_012243909.1,XP_012243910.1,XP_012243911.1     
BimpmRNA5740 XP_012243855.3        
BimpmRNA5741 XP_012243855.3        
BimpmRNA5742 XP_024225025.1        
BimpmRNA5743 XP_024225025.1        
BimpmRNA5744 XP_024225025.1        
BimpmRNA5745 XP_024225017.1        
BimpmRNA5746 XP_024225017.1        
BimpmRNA5747 XP_024225017.1        
BimpmRNA5748 XP_012243867.1        
BimpmRNA5749 XP_012243867.1        
BimpmRNA5750 XP_012243867.1        
BimpmRNA5751 XP_024225027.1        
BimpmRNA5752 XP_003491454.1        
BimpmRNA5753 XP_024225018.1        
BimpmRNA5754 XP_024225018.1        
BimpmRNA5755 XP_024225018.1        
BimpmRNA5756 XP_024225019.1,XP_024225020.1,XP_024225021.1      
BimpmRNA5757 XP_024225019.1,XP_024225020.1,XP_024225021.1      
BimpmRNA5758 XP_024225019.1,XP_024225020.1,XP_024225021.1      
BimpmRNA5772 XP_024225045.1        
BimpmRNA5773 XP_003491456.1        
BimpmRNA5774 XP_003491456.1        
BimpmRNA5775 XP_003491456.1        
BimpmRNA5776 XP_024225012.1        
BimpmRNA5777 XP_024225012.1        
BimpmRNA5778 XP_024225012.1        
BimpmRNA5779 XP_024225012.1        
BimpmRNA5780 XP_024225012.1        
BimpmRNA5781 XP_012243905.1        
BimpmRNA5782 XP_003491416.1        
BimpmRNA5783 XP_003491416.1        
BimpmRNA5784 XP_003491416.1        
BimpmRNA5785 XP_003491416.1        
BimpmRNA5786 XP_003491457.1        
BimpmRNA5787 XP_003491457.1        
BimpmRNA5788 XP_003491457.1        
BimpmRNA5789 XP_003491458.1        
BimpmRNA5790 XP_003491458.1        
BimpmRNA5791 XP_003491459.1        
BimpmRNA5792 XP_003491460.1        
BimpmRNA5793 XP_024225069.1        
BimpmRNA5794 XP_024225069.1        
BimpmRNA5795 XP_012243885.1,XP_012243886.1       
BimpmRNA5796 XP_012243885.1,XP_012243886.1       
BimpmRNA5797 XP_003491463.1        
BimpmRNA5798 XP_003491463.1        
BimpmRNA5799 XP_003491462.1        
BimpmRNA5800 XP_033177871.1        
BimpmRNA5801 XP_033177871.1        
BimpmRNA5802 XP_033177871.1        
BimpmRNA5803 XP_033177871.1        
BimpmRNA5804 XP_003491465.1        
BimpmRNA5805 XP_003491465.1        
BimpmRNA5806 XP_003491465.1        
BimpmRNA5807 XP_003491465.1        
BimpmRNA5808 XP_012243777.1        
BimpmRNA5809 XP_012243777.1        
BimpmRNA5810 XP_003491467.1        
BimpmRNA5811 XP_003491467.1        
BimpmRNA5812 XP_012243773.1        
BimpmRNA5813 XP_024225066.1        
BimpmRNA5814 XP_024225066.1        
BimpmRNA5815 XP_012243767.1,XP_012243768.1       
BimpmRNA5816 XP_024225066.1        
BimpmRNA5817 XP_033177874.1        
BimpmRNA5818 XP_024225063.1        
BimpmRNA5819 XP_012243780.1        
BimpmRNA5820 XP_033177940.1,XP_033177941.1       
BimpmRNA5821 XP_033177940.1,XP_033177941.1       
BimpmRNA5822 XP_033177940.1,XP_033177941.1       
BimpmRNA5823 XP_012243866.1        
BimpmRNA5824 XP_012243866.1        
BimpmRNA5825 XP_012243878.1        
BimpmRNA5826 XP_012243878.1        
BimpmRNA5827 XP_012243878.1        
BimpmRNA5828 XP_003491319.1        
BimpmRNA5829 XP_003491319.1        
BimpmRNA5830 XP_012243853.1        
BimpmRNA5831 XP_012243853.1        
BimpmRNA5832 XP_012243853.1        
BimpmRNA5833 XP_003491420.1        
BimpmRNA5834 XP_003491420.1        
BimpmRNA5835 XP_003491420.1        
BimpmRNA5836 XP_003491420.1        
BimpmRNA5837 XP_003491420.1        
BimpmRNA5838 XP_033177910.1        
BimpmRNA5839 XP_033177910.1        
BimpmRNA5840 XP_033177910.1        
BimpmRNA5841 XP_033177910.1        
BimpmRNA5842 XP_033177910.1        
BimpmRNA5843 XP_033177910.1        
BimpmRNA5844 XP_033177910.1        
BimpmRNA5845 XP_033177910.1        
BimpmRNA5846 XP_033177910.1        
BimpmRNA5848 XP_033177911.1        
BimpmRNA5849 XP_033177911.1        
BimpmRNA5850 XP_012243916.1        
BimpmRNA5851 XP_012243916.1        
BimpmRNA5852 XP_012243916.1        
BimpmRNA5853 XP_012243916.1        
BimpmRNA5854 XP_003491321.1        
BimpmRNA5855 XP_003491320.1        
BimpmRNA5856 XP_024225074.1        
BimpmRNA5857 XP_024225074.1        
BimpmRNA5858 XP_024225074.1        
BimpmRNA5859 XP_003491322.1        
BimpmRNA5860 XP_003491322.1        
BimpmRNA5861 XP_024225002.1        
BimpmRNA5862 XP_024225002.1        
BimpmRNA5863 XP_024225002.1        
BimpmRNA5864 XP_012243728.1        
BimpmRNA5865 XP_012243728.1        
BimpmRNA5866 XP_003491323.1        
BimpmRNA5867 XP_003491323.1        
BimpmRNA5868 XP_003491323.1        
BimpmRNA5869 XP_003491323.1        
BimpmRNA5870 XP_003491423.1        
BimpmRNA5871 XP_003491423.1        
BimpmRNA5872 XP_003491324.1        
BimpmRNA5873 XP_012243935.1        
BimpmRNA5874 XP_012243762.1        
BimpmRNA5875 XP_012243762.1        
BimpmRNA5876 XP_012243762.1        
BimpmRNA5877 XP_012243762.1        
BimpmRNA5878 XP_033177904.1        
BimpmRNA5879 XP_033177904.1        
BimpmRNA5880 XP_012243765.2,XP_012243764.1       
BimpmRNA5881 XP_012243765.2,XP_012243764.1       
BimpmRNA5882 XP_012243765.2,XP_012243764.1       
BimpmRNA5883 XP_012243765.2,XP_012243764.1       
BimpmRNA5884 XP_012243765.2,XP_012243764.1       
BimpmRNA5885 XP_003491331.1        
BimpmRNA5886 XP_003491329.1        
BimpmRNA5887 XP_003491329.1        
BimpmRNA5888 XP_033177912.1        
BimpmRNA5889 XP_033177912.1        
BimpmRNA5890 XP_033177912.1        
BimpmRNA5891 XP_033177912.1        
BimpmRNA5892 XP_003491427.1        
BimpmRNA5893 XP_003491427.1        
BimpmRNA5894 XP_003491333.1        
BimpmRNA5895 XP_003491333.1        
BimpmRNA5896 XP_033177900.1        
BimpmRNA5897 XP_033177900.1        
BimpmRNA5898 XP_033177900.1        
BimpmRNA5899 XP_033177900.1        
BimpmRNA5900 XP_033177900.1        
BimpmRNA5901 XP_033177900.1        
BimpmRNA5902 XP_003491334.1        
BimpmRNA5904 XP_003491335.1        
BimpmRNA5905 XP_003491335.1        
BimpmRNA5906 XP_003491336.1        
BimpmRNA5907 XP_003491336.1        
BimpmRNA5909 XP_033177886.1        
BimpmRNA5910 XP_033177886.1        
BimpmRNA5912 XP_024225013.1        
BimpmRNA5913 XP_024225013.1        
BimpmRNA5914 XP_012243721.1        
BimpmRNA5915 XP_012243721.1        
BimpmRNA5916 XP_024225013.1        
BimpmRNA5918 XP_003491337.1        
BimpmRNA5919 XP_003491337.1        
BimpmRNA5920 XP_003491337.1        
BimpmRNA5921 XP_012243928.1,XP_012243929.1,XP_012243930.1      
BimpmRNA5922 XP_012243928.1,XP_012243929.1,XP_012243930.1      
BimpmRNA5923 XP_012243933.1        
BimpmRNA5924 XP_012243720.1        
BimpmRNA5925 XP_012243720.1        
BimpmRNA5926 XP_012243720.1        
BimpmRNA5927 XP_012243709.1        
BimpmRNA5928 XP_012243709.1        
BimpmRNA5929 XP_012243709.1        
BimpmRNA5930 XP_012243709.1        
BimpmRNA5931 XP_012243709.1        
BimpmRNA5932 XP_012243709.1        
BimpmRNA5933 XP_012243709.1        
BimpmRNA5934 XP_012243709.1        
BimpmRNA5935 XP_012243709.1        
BimpmRNA5936 XP_012243709.1        
BimpmRNA5937 XP_012243709.1        
BimpmRNA5938 XP_012243703.1        
BimpmRNA5939 XP_012243703.1        
BimpmRNA5940 XP_012243703.1        
BimpmRNA5941 XP_012243703.1        
